requirement_id,model,strategy,f1_score,precision,recall,completeness_score,correctness_score,hallucination_score
REQ-01,z-ai/glm-4-32b,zero-shot,0.85,0.85,0.85,4.0,2.6,2.2
REQ-01,mistralai/devstral-2512:free,zero-shot,0.7804878048780488,0.7619047619047619,0.8,4.0,3.8,5.0
REQ-01,mistralai/devstral-2512:free,zero-shot,0.85,0.85,0.85,4.2,4.0,5.0
REQ-01,mistralai/devstral-2512:free,zero-shot,0.8000000000000002,0.8,0.8,4.2,3.6,5.0
REQ-01,mistralai/devstral-2512:free,zero-shot,0.8000000000000002,0.8,0.8,4.2,3.8,5.0
REQ-01,mistralai/devstral-2512:free,zero-shot,0.8000000000000002,0.8,0.8,4.2,3.8,5.0
REQ-01,google/gemini-2.5-flash,one-shot,0.8717948717948718,0.8947368421052632,0.85,5.0,4.4,5.0
REQ-01,google/gemini-2.5-flash,one-shot,0.8717948717948718,0.8947368421052632,0.85,5.0,4.0,5.0
REQ-01,google/gemini-2.5-flash,one-shot,0.8717948717948718,0.8947368421052632,0.85,5.0,3.8,5.0
REQ-01,google/gemini-2.5-flash,one-shot,0.85,0.85,0.85,5.0,3.4,5.0
REQ-01,google/gemini-2.5-flash,one-shot,0.85,0.85,0.85,5.0,3.8,5.0
REQ-01,deepseek/deepseek-v3.2,one-shot,0.8717948717948718,0.8947368421052632,0.85,4.4,4.4,5.0
REQ-01,deepseek/deepseek-v3.2,one-shot,0.8717948717948718,0.8947368421052632,0.85,4.8,3.6,5.0
REQ-01,deepseek/deepseek-v3.2,one-shot,0.8717948717948718,0.8947368421052632,0.85,3.8,3.4,5.0
REQ-01,deepseek/deepseek-v3.2,one-shot,0.9230769230769231,0.9473684210526315,0.9,4.2,3.6,4.8
REQ-01,deepseek/deepseek-v3.2,one-shot,0.8205128205128205,0.8421052631578947,0.8,3.6,2.8,5.0
REQ-01,openai/gpt-4o-mini,one-shot,0.85,0.85,0.85,3.6,2.4,4.2
REQ-01,openai/gpt-4o-mini,one-shot,0.85,0.85,0.85,3.6,2.6,4.6
REQ-01,openai/gpt-4o-mini,one-shot,0.85,0.85,0.85,3.8,2.6,3.8
REQ-01,openai/gpt-4o-mini,one-shot,0.717948717948718,0.7368421052631579,0.7,2.6,2.6,2.4
REQ-01,openai/gpt-4o-mini,one-shot,0.85,0.85,0.85,4.4,2.8,4.0
REQ-01,z-ai/glm-4-32b,one-shot,0.7317073170731706,0.7142857142857143,0.75,4.0,2.8,5.0
REQ-01,z-ai/glm-4-32b,one-shot,0.7317073170731706,0.7142857142857143,0.75,3.0,2.2,3.6
REQ-01,z-ai/glm-4-32b,one-shot,0.7142857142857143,0.6818181818181818,0.75,4.2,2.4,5.0
REQ-01,z-ai/glm-4-32b,one-shot,0.7317073170731706,0.7142857142857143,0.75,4.0,2.2,4.2
REQ-01,z-ai/glm-4-32b,one-shot,0.7317073170731706,0.7142857142857143,0.75,4.2,3.0,4.2
REQ-01,mistralai/devstral-2512:free,one-shot,0.9230769230769231,0.9473684210526315,0.9,3.0,3.0,4.6
REQ-01,mistralai/devstral-2512:free,one-shot,0.9230769230769231,0.9473684210526315,0.9,3.0,3.0,4.8
REQ-01,mistralai/devstral-2512:free,one-shot,0.9473684210526316,1.0,0.9,3.6,3.2,5.0
REQ-01,mistralai/devstral-2512:free,one-shot,0.9473684210526316,1.0,0.9,3.4,3.2,5.0
REQ-01,mistralai/devstral-2512:free,one-shot,0.9473684210526316,1.0,0.9,3.8,3.4,5.0
REQ-01,google/gemini-2.5-flash,chain-of-thought,0.7567567567567567,0.8235294117647058,0.7,4.4,3.8,5.0
REQ-01,google/gemini-2.5-flash,chain-of-thought,0.8,0.9333333333333333,0.7,5.0,4.4,5.0
REQ-01,google/gemini-2.5-flash,chain-of-thought,0.8,0.9333333333333333,0.7,5.0,4.6,5.0
REQ-01,google/gemini-2.5-flash,chain-of-thought,0.8947368421052632,0.9444444444444444,0.85,4.6,3.6,5.0
REQ-01,google/gemini-2.5-flash,chain-of-thought,0.8,0.9333333333333333,0.7,5.0,4.8,5.0
REQ-01,deepseek/deepseek-v3.2,chain-of-thought,0.8648648648648648,0.9411764705882353,0.8,4.2,4.2,5.0
REQ-01,deepseek/deepseek-v3.2,chain-of-thought,0.9230769230769231,0.9473684210526315,0.9,4.2,4.0,4.4
REQ-01,deepseek/deepseek-v3.2,chain-of-thought,0.85,0.85,0.85,4.4,4.4,5.0
REQ-01,deepseek/deepseek-v3.2,chain-of-thought,0.9230769230769231,0.9473684210526315,0.9,4.4,3.4,5.0
REQ-01,deepseek/deepseek-v3.2,chain-of-thought,0.8000000000000002,0.8,0.8,4.2,4.4,5.0
REQ-01,openai/gpt-4o-mini,chain-of-thought,0.6829268292682926,0.6666666666666666,0.7,5.0,2.8,4.0
REQ-01,openai/gpt-4o-mini,chain-of-thought,0.28571428571428575,0.5,0.2,3.8,2.8,4.0
REQ-01,openai/gpt-4o-mini,chain-of-thought,0.41379310344827586,0.6666666666666666,0.3,3.6,3.0,4.6
REQ-01,openai/gpt-4o-mini,chain-of-thought,0.4444444444444444,0.8571428571428571,0.3,3.8,2.6,3.6
REQ-01,openai/gpt-4o-mini,chain-of-thought,0.37037037037037035,0.7142857142857143,0.25,3.4,3.2,4.8
REQ-01,z-ai/glm-4-32b,chain-of-thought,0.48648648648648646,0.5294117647058824,0.45,4.0,2.8,4.0
REQ-01,z-ai/glm-4-32b,chain-of-thought,0.48648648648648646,0.5294117647058824,0.45,3.6,2.8,3.8
REQ-01,z-ai/glm-4-32b,chain-of-thought,0.425531914893617,0.37037037037037035,0.5,3.4,2.8,2.6
REQ-01,z-ai/glm-4-32b,chain-of-thought,0.5263157894736842,0.5555555555555556,0.5,3.6,3.0,4.0
REQ-01,z-ai/glm-4-32b,chain-of-thought,0.3125,0.4166666666666667,0.25,4.2,3.2,2.6
REQ-01,mistralai/devstral-2512:free,chain-of-thought,0.8292682926829269,0.8095238095238095,0.85,5.0,3.6,4.6
REQ-01,mistralai/devstral-2512:free,chain-of-thought,0.8292682926829269,0.8095238095238095,0.85,4.6,4.2,5.0
REQ-01,mistralai/devstral-2512:free,chain-of-thought,0.7692307692307692,0.7894736842105263,0.75,5.0,4.6,4.6
REQ-01,mistralai/devstral-2512:free,chain-of-thought,0.8095238095238095,0.7727272727272727,0.85,4.8,5.0,5.0
REQ-01,mistralai/devstral-2512:free,chain-of-thought,0.7692307692307692,0.7894736842105263,0.75,4.4,3.8,5.0
REQ-02,google/gemini-2.5-flash,zero-shot,0.7804878048780487,1.0,0.64,5.0,4.8,5.0
REQ-02,google/gemini-2.5-flash,zero-shot,0.7804878048780487,1.0,0.64,5.0,4.8,5.0
REQ-02,google/gemini-2.5-flash,zero-shot,0.7804878048780487,1.0,0.64,5.0,4.8,5.0
REQ-02,google/gemini-2.5-flash,zero-shot,0.8372093023255813,1.0,0.72,5.0,5.0,5.0
REQ-02,google/gemini-2.5-flash,zero-shot,0.7804878048780487,1.0,0.64,5.0,4.8,5.0
REQ-02,deepseek/deepseek-v3.2,zero-shot,0.8181818181818181,0.9473684210526315,0.72,5.0,3.0,5.0
REQ-02,deepseek/deepseek-v3.2,zero-shot,0.8636363636363636,1.0,0.76,5.0,4.0,5.0
REQ-02,deepseek/deepseek-v3.2,zero-shot,0.8181818181818181,0.9473684210526315,0.72,5.0,4.0,5.0
REQ-02,deepseek/deepseek-v3.2,zero-shot,0.8181818181818181,0.9473684210526315,0.72,5.0,3.2,5.0
REQ-02,deepseek/deepseek-v3.2,zero-shot,0.7906976744186047,0.9444444444444444,0.68,4.0,3.2,5.0
REQ-02,openai/gpt-4o-mini,zero-shot,0.5405405405405406,0.8333333333333334,0.4,3.8,3.0,5.0
REQ-02,openai/gpt-4o-mini,zero-shot,0.631578947368421,0.9230769230769231,0.48,4.8,3.8,5.0
REQ-02,openai/gpt-4o-mini,zero-shot,0.5789473684210525,0.8461538461538461,0.44,5.0,3.8,5.0
REQ-02,openai/gpt-4o-mini,zero-shot,0.631578947368421,0.9230769230769231,0.48,5.0,3.8,5.0
REQ-02,openai/gpt-4o-mini,zero-shot,0.5789473684210525,0.8461538461538461,0.44,5.0,3.8,5.0
REQ-02,z-ai/glm-4-32b,zero-shot,0.7142857142857143,0.8823529411764706,0.6,2.2,2.2,2.2
REQ-02,z-ai/glm-4-32b,zero-shot,0.8372093023255813,1.0,0.72,3.0,3.8,4.2
REQ-02,z-ai/glm-4-32b,zero-shot,0.7619047619047621,0.9411764705882353,0.64,4.2,3.2,5.0
REQ-02,z-ai/glm-4-32b,zero-shot,0.7659574468085107,0.8181818181818182,0.72,3.0,2.0,3.2
REQ-02,z-ai/glm-4-32b,zero-shot,0.5777777777777778,0.65,0.52,3.6,2.4,5.0
REQ-02,mistralai/devstral-2512:free,zero-shot,0.8636363636363636,1.0,0.76,5.0,4.4,3.6
REQ-02,mistralai/devstral-2512:free,zero-shot,0.8372093023255813,1.0,0.72,4.4,4.0,3.6
REQ-02,mistralai/devstral-2512:free,zero-shot,0.8444444444444444,0.95,0.76,5.0,3.8,3.2
REQ-02,mistralai/devstral-2512:free,zero-shot,0.8636363636363636,1.0,0.76,4.6,4.4,3.6
REQ-02,mistralai/devstral-2512:free,zero-shot,0.8372093023255813,1.0,0.72,4.6,3.8,3.4
REQ-02,google/gemini-2.5-flash,one-shot,0.888888888888889,1.0,0.8,4.8,3.4,5.0
REQ-02,google/gemini-2.5-flash,one-shot,0.9361702127659575,1.0,0.88,5.0,4.4,5.0
REQ-02,google/gemini-2.5-flash,one-shot,0.9361702127659575,1.0,0.88,5.0,5.0,5.0
REQ-02,google/gemini-2.5-flash,one-shot,0.8510638297872342,0.9090909090909091,0.8,4.6,2.4,4.4
REQ-02,google/gemini-2.5-flash,one-shot,0.9583333333333334,1.0,0.92,5.0,3.8,5.0
REQ-02,deepseek/deepseek-v3.2,one-shot,0.8636363636363636,1.0,0.76,5.0,4.8,5.0
REQ-02,deepseek/deepseek-v3.2,one-shot,0.9583333333333334,1.0,0.92,5.0,5.0,5.0
REQ-02,deepseek/deepseek-v3.2,one-shot,0.9361702127659575,1.0,0.88,4.2,5.0,5.0
REQ-02,deepseek/deepseek-v3.2,one-shot,0.8372093023255813,1.0,0.72,4.0,4.4,5.0
REQ-02,deepseek/deepseek-v3.2,one-shot,0.8636363636363636,1.0,0.76,5.0,5.0,5.0
REQ-02,openai/gpt-4o-mini,one-shot,0.8749999999999999,0.9130434782608695,0.84,4.2,3.6,3.2
REQ-02,openai/gpt-4o-mini,one-shot,0.816326530612245,0.8333333333333334,0.8,3.6,2.8,2.6
REQ-02,openai/gpt-4o-mini,one-shot,0.8749999999999999,0.9130434782608695,0.84,3.8,3.4,2.6
REQ-02,openai/gpt-4o-mini,one-shot,0.7659574468085107,0.8181818181818182,0.72,2.6,2.2,2.8
REQ-02,openai/gpt-4o-mini,one-shot,0.816326530612245,0.8333333333333334,0.8,3.2,2.8,2.6
REQ-02,z-ai/glm-4-32b,one-shot,0.7755102040816326,0.7916666666666666,0.76,3.8,2.6,5.0
REQ-02,z-ai/glm-4-32b,one-shot,0.6666666666666666,0.6956521739130435,0.64,4.0,3.2,5.0
REQ-02,z-ai/glm-4-32b,one-shot,0.7916666666666667,0.8260869565217391,0.76,3.8,3.2,5.0
REQ-02,z-ai/glm-4-32b,one-shot,0.6666666666666666,0.6956521739130435,0.64,3.6,3.2,5.0
REQ-02,z-ai/glm-4-32b,one-shot,0.7234042553191491,0.7727272727272727,0.68,4.0,3.0,4.8
REQ-02,mistralai/devstral-2512:free,one-shot,0.9583333333333334,1.0,0.92,5.0,5.0,5.0
REQ-02,mistralai/devstral-2512:free,one-shot,0.9583333333333334,1.0,0.92,5.0,5.0,5.0
REQ-02,mistralai/devstral-2512:free,one-shot,0.9583333333333334,1.0,0.92,5.0,5.0,5.0
REQ-02,mistralai/devstral-2512:free,one-shot,0.9583333333333334,1.0,0.92,5.0,5.0,5.0
REQ-02,mistralai/devstral-2512:free,one-shot,0.9166666666666666,0.9565217391304348,0.88,3.8,3.2,2.8
REQ-02,google/gemini-2.5-flash,chain-of-thought,0.7999999999999999,0.9,0.72,5.0,5.0,5.0
REQ-02,google/gemini-2.5-flash,chain-of-thought,0.7804878048780487,1.0,0.64,5.0,5.0,5.0
REQ-02,google/gemini-2.5-flash,chain-of-thought,0.6829268292682927,0.875,0.56,5.0,4.8,5.0
REQ-02,google/gemini-2.5-flash,chain-of-thought,0.7727272727272727,0.8947368421052632,0.68,5.0,5.0,5.0
REQ-02,google/gemini-2.5-flash,chain-of-thought,0.7727272727272727,0.8947368421052632,0.68,5.0,5.0,5.0
REQ-02,deepseek/deepseek-v3.2,chain-of-thought,0.8372093023255813,1.0,0.72,5.0,4.8,5.0
REQ-02,deepseek/deepseek-v3.2,chain-of-thought,0.8636363636363636,1.0,0.76,5.0,5.0,5.0
REQ-02,deepseek/deepseek-v3.2,chain-of-thought,0.9583333333333334,1.0,0.92,4.6,4.0,5.0
REQ-02,deepseek/deepseek-v3.2,chain-of-thought,0.9583333333333334,1.0,0.92,3.8,3.0,5.0
REQ-02,deepseek/deepseek-v3.2,chain-of-thought,0.8372093023255813,1.0,0.72,4.6,4.6,5.0
REQ-02,openai/gpt-4o-mini,chain-of-thought,0.6,0.8,0.48,2.6,2.6,3.8
REQ-02,openai/gpt-4o-mini,chain-of-thought,0.4444444444444444,0.7272727272727273,0.32,2.8,2.4,2.6
REQ-02,openai/gpt-4o-mini,chain-of-thought,0.45,0.6,0.36,2.8,1.8,2.4
REQ-02,openai/gpt-4o-mini,chain-of-thought,0.7441860465116279,0.8888888888888888,0.64,3.4,3.4,5.0
REQ-02,openai/gpt-4o-mini,chain-of-thought,0.7727272727272727,0.8947368421052632,0.68,4.0,4.2,3.2
REQ-02,z-ai/glm-4-32b,chain-of-thought,0.7391304347826089,0.8095238095238095,0.68,3.2,2.4,3.6
REQ-02,z-ai/glm-4-32b,chain-of-thought,0.8181818181818181,0.9473684210526315,0.72,5.0,4.6,4.6
REQ-02,z-ai/glm-4-32b,chain-of-thought,0.6829268292682927,0.875,0.56,2.4,2.6,3.6
REQ-02,z-ai/glm-4-32b,chain-of-thought,0.5531914893617023,0.5909090909090909,0.52,2.8,2.6,5.0
REQ-02,z-ai/glm-4-32b,chain-of-thought,0.7441860465116279,0.8888888888888888,0.64,3.8,4.4,5.0
REQ-02,mistralai/devstral-2512:free,chain-of-thought,0.9583333333333334,1.0,0.92,4.4,3.8,3.0
REQ-02,mistralai/devstral-2512:free,chain-of-thought,0.7999999999999999,0.9,0.72,5.0,4.2,5.0
REQ-02,mistralai/devstral-2512:free,chain-of-thought,0.8636363636363636,1.0,0.76,3.6,3.2,4.2
REQ-02,mistralai/devstral-2512:free,chain-of-thought,0.8636363636363636,1.0,0.76,4.4,3.8,3.0
REQ-02,mistralai/devstral-2512:free,chain-of-thought,0.7727272727272727,0.8947368421052632,0.68,4.4,3.8,5.0
REQ-04,google/gemini-2.5-flash,zero-shot,0.8823529411764706,1.0,0.7894736842105263,4.6,2.6,4.4
REQ-04,google/gemini-2.5-flash,zero-shot,0.8333333333333333,0.8823529411764706,0.7894736842105263,5.0,3.2,3.6
REQ-04,google/gemini-2.5-flash,zero-shot,0.8333333333333333,0.8823529411764706,0.7894736842105263,4.6,3.0,3.4
REQ-04,google/gemini-2.5-flash,zero-shot,0.9142857142857143,1.0,0.8421052631578947,5.0,3.0,4.8
REQ-04,google/gemini-2.5-flash,zero-shot,0.8823529411764706,1.0,0.7894736842105263,4.4,2.8,5.0
REQ-04,deepseek/deepseek-v3.2,zero-shot,0.3870967741935484,0.5,0.3157894736842105,4.8,2.6,3.2
REQ-04,deepseek/deepseek-v3.2,zero-shot,0.8333333333333333,0.8823529411764706,0.7894736842105263,4.2,2.8,5.0
REQ-04,deepseek/deepseek-v3.2,zero-shot,0.6666666666666667,0.7058823529411765,0.631578947368421,3.4,2.6,5.0
REQ-04,deepseek/deepseek-v3.2,zero-shot,0.6190476190476191,0.5652173913043478,0.6842105263157895,4.6,2.6,3.6
REQ-04,deepseek/deepseek-v3.2,zero-shot,0.7500000000000001,0.7142857142857143,0.7894736842105263,4.4,3.2,4.2
REQ-04,openai/gpt-4o-mini,zero-shot,0.5185185185185185,0.875,0.3684210526315789,3.2,2.8,3.2
REQ-04,openai/gpt-4o-mini,zero-shot,0.5185185185185185,0.875,0.3684210526315789,3.2,2.8,3.4
REQ-04,openai/gpt-4o-mini,zero-shot,0.5185185185185185,0.875,0.3684210526315789,3.6,3.2,3.8
REQ-04,openai/gpt-4o-mini,zero-shot,0.5185185185185185,0.875,0.3684210526315789,3.0,2.4,2.8
REQ-04,openai/gpt-4o-mini,zero-shot,0.5185185185185185,0.875,0.3684210526315789,3.2,2.6,3.0
REQ-04,z-ai/glm-4-32b,zero-shot,0.8421052631578947,0.8421052631578947,0.8421052631578947,5.0,3.2,4.4
REQ-04,z-ai/glm-4-32b,zero-shot,0.8292682926829269,0.7727272727272727,0.8947368421052632,5.0,3.6,3.4
REQ-04,z-ai/glm-4-32b,zero-shot,0.48275862068965514,0.7,0.3684210526315789,3.0,2.2,2.6
REQ-04,z-ai/glm-4-32b,zero-shot,0.918918918918919,0.9444444444444444,0.8947368421052632,5.0,3.8,5.0
REQ-04,z-ai/glm-4-32b,zero-shot,0.918918918918919,0.9444444444444444,0.8947368421052632,5.0,3.6,5.0
REQ-04,mistralai/devstral-2512:free,zero-shot,0.8888888888888888,0.9411764705882353,0.8421052631578947,3.4,2.6,5.0
REQ-04,mistralai/devstral-2512:free,zero-shot,0.8648648648648649,0.8888888888888888,0.8421052631578947,4.4,3.2,4.8
REQ-04,mistralai/devstral-2512:free,zero-shot,0.8648648648648649,0.8888888888888888,0.8421052631578947,4.8,2.8,4.4
REQ-04,mistralai/devstral-2512:free,zero-shot,0.8108108108108109,0.8333333333333334,0.7894736842105263,5.0,3.0,5.0
REQ-04,mistralai/devstral-2512:free,zero-shot,0.8108108108108109,0.8333333333333334,0.7894736842105263,4.6,3.0,4.4
REQ-04,google/gemini-2.5-flash,one-shot,0.918918918918919,0.9444444444444444,0.8947368421052632,4.8,2.6,4.8
REQ-04,google/gemini-2.5-flash,one-shot,0.972972972972973,1.0,0.9473684210526315,4.8,3.0,4.8
REQ-04,google/gemini-2.5-flash,one-shot,0.918918918918919,0.9444444444444444,0.8947368421052632,4.8,2.8,5.0
REQ-04,google/gemini-2.5-flash,one-shot,0.918918918918919,0.9444444444444444,0.8947368421052632,4.8,3.4,4.8
REQ-04,google/gemini-2.5-flash,one-shot,1.0,1.0,1.0,5.0,4.2,5.0
REQ-04,deepseek/deepseek-v3.2,one-shot,0.8947368421052632,0.8947368421052632,0.8947368421052632,4.8,4.2,4.8
REQ-04,deepseek/deepseek-v3.2,one-shot,0.9230769230769231,0.9,0.9473684210526315,5.0,4.6,4.8
REQ-04,deepseek/deepseek-v3.2,one-shot,0.9230769230769231,0.9,0.9473684210526315,5.0,4.6,5.0
REQ-04,deepseek/deepseek-v3.2,one-shot,0.8333333333333333,0.8823529411764706,0.7894736842105263,4.6,4.0,4.4
REQ-04,deepseek/deepseek-v3.2,one-shot,0.9230769230769231,0.9,0.9473684210526315,5.0,4.8,5.0
REQ-04,openai/gpt-4o-mini,one-shot,0.7567567567567567,0.7777777777777778,0.7368421052631579,3.0,2.6,2.2
REQ-04,openai/gpt-4o-mini,one-shot,0.7804878048780488,0.7272727272727273,0.8421052631578947,4.0,2.4,2.2
REQ-04,openai/gpt-4o-mini,one-shot,0.7567567567567567,0.7777777777777778,0.7368421052631579,3.0,2.8,2.8
REQ-04,openai/gpt-4o-mini,one-shot,0.7368421052631579,0.7368421052631579,0.7368421052631579,3.0,2.6,2.8
REQ-04,openai/gpt-4o-mini,one-shot,0.7567567567567567,0.7777777777777778,0.7368421052631579,3.0,2.6,3.0
REQ-04,z-ai/glm-4-32b,one-shot,0.8205128205128205,0.8,0.8421052631578947,5.0,4.0,5.0
REQ-04,z-ai/glm-4-32b,one-shot,0.7692307692307692,0.75,0.7894736842105263,5.0,3.8,4.8
REQ-04,z-ai/glm-4-32b,one-shot,0.8205128205128205,0.8,0.8421052631578947,3.8,2.6,3.0
REQ-04,z-ai/glm-4-32b,one-shot,0.7692307692307692,0.75,0.7894736842105263,4.8,3.2,4.8
REQ-04,z-ai/glm-4-32b,one-shot,0.8717948717948718,0.85,0.8947368421052632,4.6,2.8,4.8
REQ-04,mistralai/devstral-2512:free,one-shot,0.9743589743589743,0.95,1.0,5.0,3.8,5.0
REQ-04,mistralai/devstral-2512:free,one-shot,0.9473684210526315,0.9473684210526315,0.9473684210526315,4.4,3.2,5.0
REQ-04,mistralai/devstral-2512:free,one-shot,0.8947368421052632,0.8947368421052632,0.8947368421052632,4.8,2.8,5.0
REQ-04,mistralai/devstral-2512:free,one-shot,0.9473684210526315,0.9473684210526315,0.9473684210526315,4.6,3.4,4.8
REQ-04,mistralai/devstral-2512:free,one-shot,0.9743589743589743,0.95,1.0,5.0,4.2,5.0
REQ-04,google/gemini-2.5-flash,chain-of-thought,0.7272727272727273,0.8571428571428571,0.631578947368421,4.2,2.6,4.8
REQ-04,google/gemini-2.5-flash,chain-of-thought,0.7999999999999999,0.875,0.7368421052631579,4.6,2.8,4.4
REQ-04,google/gemini-2.5-flash,chain-of-thought,0.9142857142857143,1.0,0.8421052631578947,4.6,3.2,4.4
REQ-04,google/gemini-2.5-flash,chain-of-thought,0.7272727272727273,0.8571428571428571,0.631578947368421,4.8,3.2,4.2
REQ-04,google/gemini-2.5-flash,chain-of-thought,0.7741935483870968,1.0,0.631578947368421,4.8,4.0,4.4
REQ-04,deepseek/deepseek-v3.2,chain-of-thought,0.8823529411764706,1.0,0.7894736842105263,5.0,3.6,4.4
REQ-04,deepseek/deepseek-v3.2,chain-of-thought,0.8484848484848484,1.0,0.7368421052631579,3.8,3.8,4.4
REQ-04,deepseek/deepseek-v3.2,chain-of-thought,0.7222222222222222,0.7647058823529411,0.6842105263157895,4.6,4.2,5.0
REQ-04,deepseek/deepseek-v3.2,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,4.8,3.2,4.4
REQ-04,deepseek/deepseek-v3.2,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,5.0,3.4,4.8
REQ-04,openai/gpt-4o-mini,chain-of-thought,0.41379310344827586,0.6,0.3157894736842105,3.0,3.0,2.8
REQ-04,openai/gpt-4o-mini,chain-of-thought,0.5185185185185185,0.875,0.3684210526315789,3.6,2.8,2.2
REQ-04,openai/gpt-4o-mini,chain-of-thought,0.39999999999999997,0.5454545454545454,0.3157894736842105,3.6,3.0,3.6
REQ-04,openai/gpt-4o-mini,chain-of-thought,0.5,0.7777777777777778,0.3684210526315789,3.8,3.2,2.6
REQ-04,openai/gpt-4o-mini,chain-of-thought,0.3448275862068966,0.5,0.2631578947368421,3.4,3.2,3.4
REQ-04,z-ai/glm-4-32b,chain-of-thought,0.7894736842105263,0.7894736842105263,0.7894736842105263,4.4,4.2,4.8
REQ-04,z-ai/glm-4-32b,chain-of-thought,0.6666666666666667,0.65,0.6842105263157895,5.0,4.4,4.8
REQ-04,z-ai/glm-4-32b,chain-of-thought,0.48484848484848486,0.5714285714285714,0.42105263157894735,4.0,4.0,4.8
REQ-04,z-ai/glm-4-32b,chain-of-thought,0.6666666666666667,0.65,0.6842105263157895,5.0,4.6,4.8
REQ-04,z-ai/glm-4-32b,chain-of-thought,0.5294117647058824,0.6,0.47368421052631576,4.6,4.2,4.8
REQ-04,mistralai/devstral-2512:free,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,5.0,4.6,4.6
REQ-04,mistralai/devstral-2512:free,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,4.0,4.0,4.6
REQ-04,mistralai/devstral-2512:free,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,4.0,4.2,5.0
REQ-04,mistralai/devstral-2512:free,chain-of-thought,0.8648648648648649,0.8888888888888888,0.8421052631578947,5.0,4.2,5.0
REQ-04,mistralai/devstral-2512:free,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,5.0,5.0,4.8
REQ-05,google/gemini-2.5-flash,zero-shot,0.7727272727272727,0.85,0.7083333333333334,3.8,3.6,4.4
REQ-05,google/gemini-2.5-flash,zero-shot,0.7999999999999999,0.8571428571428571,0.75,3.8,2.8,3.6
REQ-05,google/gemini-2.5-flash,zero-shot,0.8372093023255814,0.9473684210526315,0.75,3.6,3.6,4.6
REQ-05,google/gemini-2.5-flash,zero-shot,0.7727272727272727,0.85,0.7083333333333334,4.2,3.8,4.8
REQ-05,google/gemini-2.5-flash,zero-shot,0.7727272727272727,0.85,0.7083333333333334,3.4,3.6,4.6
REQ-05,deepseek/deepseek-v3.2,zero-shot,0.5098039215686274,0.48148148148148145,0.5416666666666666,3.2,2.8,3.8
REQ-05,deepseek/deepseek-v3.2,zero-shot,0.5416666666666666,0.5416666666666666,0.5416666666666666,5.0,3.8,4.8
REQ-05,deepseek/deepseek-v3.2,zero-shot,0.6938775510204083,0.68,0.7083333333333334,4.8,3.8,4.8
REQ-05,deepseek/deepseek-v3.2,zero-shot,0.6938775510204083,0.68,0.7083333333333334,5.0,4.4,4.8
REQ-05,deepseek/deepseek-v3.2,zero-shot,0.6938775510204083,0.68,0.7083333333333334,5.0,4.8,4.8
REQ-05,openai/gpt-4o-mini,zero-shot,0.5555555555555556,0.8333333333333334,0.4166666666666667,3.8,3.2,3.6
