requirement_id,model,strategy,sample_index,generated_plantuml,precision,recall,f1_score,matched_count,missing_count,excess_count,completeness_score,correctness_score,hallucination_score,completeness_std,correctness_std,hallucination_std,individual_scores,judge_summary,missing_elements,errors,fabricated_elements,timestamp,source_file
REQ-01,z-ai/glm-4-32b,zero-shot,2,"class FileSystemElement {
  name : String
  size : Double
  location : String
  timestamp : Timestamp
}

class Timestamp {
  day : Integer
  month : Integer
  year : Integer
  hour : Integer
  minute : Integer
  second : Integer
  toString() : String
}

class File {
  fileExtension : String
  lastModifiedTimestamp : Timestamp
}

class Folder {
  elements : FileSystemElement[]
}

FileSystemElement ""1"" *-- ""1"" Timestamp
FileSystemElement ""1"" o-- ""1"" Folder
File --|> FileSystemElement
Folder ""1"" *-- ""*"" FileSystemElement",0.85,0.85,0.85,17,3,3,3.8,3.0,3.0,0.8366600265340756,0.0,1.0,"{'completeness': [3, 3, 4, 5, 4], 'correctness': [3, 3, 3, 3, 3], 'hallucination': [4, 2, 4, 3, 2]}",The diagram is largely aligned with the requirements but has moderate gaps in completeness and some accuracy issues due to missing inheritance and an extra relationship.,[],[],[],2025-12-21T09:48:34.631075,REQ-01 REQ-02 ALL.json
REQ-01,z-ai/glm-4-32b,zero-shot,3,"class FileSystemElement {
    name : String
    size : Double
    location : String
    timestamp : Timestamp
}

class Timestamp {
    day : Integer
    month : Integer
    year : Integer
    hour : Integer
    minute : Integer
    second : Integer
    toString() : String
}

class File {
    fileExtension : String
    lastModifiedTimestamp : Timestamp
}

class Folder {
    elements : FileSystemElement[]
}

FileSystemElement --|> File
FileSystemElement --|> Folder
FileSystemElement *-- Folder
FileSystemElement --> Timestamp",0.7,0.7,0.7,14,6,6,3.4,2.4,5.0,0.5477225575051661,0.5477225575051661,0.0,"{'completeness': [3, 4, 4, 3, 3], 'correctness': [2, 3, 2, 3, 2], 'hallucination': [5, 5, 5, 5, 5]}","The diagram captures most required elements but suffers from significant directional errors in relationships and lacks precise multiplicities, resulting in a moderately complete but largely incorrect representation.",[],[],[],2025-12-21T09:49:28.596754,REQ-01 REQ-02 ALL.json
REQ-01,z-ai/glm-4-32b,zero-shot,4,"class FileSystemElement {
    name : String
    size : Double
    location : String
    timestamp : Timestamp
}

class Timestamp {
    day : Integer
    month : Integer
    year : Integer
    hour : Integer
    minute : Integer
    second : Integer
    toString() : String
}

class File {
    fileExtension : String
    lastModifiedTimestamp : Timestamp
}

class Folder {
    elements : FileSystemElement[]
}

FileSystemElement ""1"" *-- ""1"" Timestamp
FileSystemElement ""1"" o-- ""1"" Folder
File --|> FileSystemElement
Folder ""1"" *-- ""*"" FileSystemElement",0.85,0.85,0.85,17,3,3,4.0,2.6,2.2,1.0,0.5477225575051661,0.4472135954999579,"{'completeness': [5, 4, 3, 3, 5], 'correctness': [2, 3, 3, 3, 2], 'hallucination': [2, 3, 2, 2, 2]}","The diagram is largely complete but contains a fundamental error in relationship direction and an unsupported extra relationship, leading to misrepresentation of the file system containment.",[],[],[],2025-12-21T09:50:50.626819,REQ-01 REQ-02 ALL.json
REQ-01,mistralai/devstral-2512:free,zero-shot,0,"class FileSystemElement {
  size : double
  name : String
  location : String
  creationTimestamp : Timestamp
}

class Timestamp {
  day : int
  month : int
  year : int
  hour : int
  minute : int
  second : int
  getAsString() : String
}

class File {
  extension : String
  lastModificationTimestamp : Timestamp
}

class Folder {
  elements : List<FileSystemElement>
}

FileSystemElement ""1"" --> ""1"" Timestamp
File --|> FileSystemElement
Folder --|> FileSystemElement
Folder ""1"" *-- ""*"" FileSystemElement",0.7619047619047619,0.8,0.7804878048780488,16,4,5,4.0,3.8,5.0,1.0,0.8366600265340756,0.0,"{'completeness': [5, 5, 3, 3, 4], 'correctness': [5, 4, 3, 4, 3], 'hallucination': [5, 5, 5, 5, 5]}","The UML class diagram fully and accurately captures all specified entities, attributes, relationships, and methods from the requirements without any omissions or fabrications.",[],[],[],2025-12-21T09:52:16.177848,REQ-01 REQ-02 ALL.json
REQ-01,mistralai/devstral-2512:free,zero-shot,1,"class FileSystemElement {
  size : double
  name : String
  location : String
  creationTimestamp : Timestamp
}

class Timestamp {
  day : int
  month : int
  year : int
  hour : int
  minute : int
  second : int
  getAsString() : String
}

class File {
  fileExtension : String
  lastModificationTimestamp : Timestamp
}

class Folder {
  elements : FileSystemElement[]
}

FileSystemElement ""1"" --> ""1"" Timestamp
File --|> FileSystemElement
Folder --|> FileSystemElement
Folder ""1"" *-- ""*"" FileSystemElement",0.85,0.85,0.85,17,3,3,4.2,4.0,5.0,0.8366600265340756,0.7071067811865476,0.0,"{'completeness': [5, 5, 3, 4, 4], 'correctness': [5, 4, 3, 4, 4], 'hallucination': [5, 5, 5, 5, 5]}",The UML class diagram fully and accurately captures all functional requirements without any omissions or fabrications.,[],[],[],2025-12-21T09:53:27.353340,REQ-01 REQ-02 ALL.json
REQ-01,mistralai/devstral-2512:free,zero-shot,2,"class FileSystemElement {
  size : double
  name : String
  location : String
  creationTimestamp : Timestamp
}

class Timestamp {
  day : int
  month : int
  year : int
  hour : int
  minute : int
  second : int
  getAsString() : String
}

class File {
  extension : String
  lastModificationTimestamp : Timestamp
}

class Folder {
  elements : FileSystemElement[]
}

FileSystemElement ""1"" --> ""1"" Timestamp
File --|> FileSystemElement
Folder --|> FileSystemElement
Folder ""1"" *-- ""*"" FileSystemElement",0.8,0.8,0.8000000000000002,16,4,4,4.2,3.6,5.0,0.8366600265340756,0.8944271909999159,0.0,"{'completeness': [4, 3, 5, 4, 5], 'correctness': [3, 3, 4, 3, 5], 'hallucination': [5, 5, 5, 5, 5]}",The UML class diagram is largely complete and free of hallucinations but contains correctness issues with relationship multiplicities and a minor omission in associations.,[],[],[],2025-12-21T09:54:57.509826,REQ-01 REQ-02 ALL.json
REQ-01,mistralai/devstral-2512:free,zero-shot,3,"class FileSystemElement {
  size : double
  name : String
  location : String
  creationTimestamp : Timestamp
}

class Timestamp {
  day : int
  month : int
  year : int
  hour : int
  minute : int
  second : int
  getAsString() : String
}

class File {
  extension : String
  lastModificationTimestamp : Timestamp
}

class Folder {
  elements : FileSystemElement[]
}

FileSystemElement ""1"" --> ""1"" Timestamp
File --|> FileSystemElement
Folder --|> FileSystemElement
Folder ""1"" *-- ""*"" FileSystemElement",0.8,0.8,0.8000000000000002,16,4,4,4.2,3.8,5.0,0.8366600265340756,0.8366600265340756,0.0,"{'completeness': [5, 5, 3, 4, 4], 'correctness': [4, 5, 3, 3, 4], 'hallucination': [5, 5, 5, 5, 5]}",The UML class diagram is highly complete and free of hallucinations but has minor correctness issues in relationship modeling.,[],[],[],2025-12-21T09:56:18.950646,REQ-01 REQ-02 ALL.json
REQ-01,mistralai/devstral-2512:free,zero-shot,4,"class FileSystemElement {
  size : double
  name : String
  location : String
  creationTimestamp : Timestamp
}

class Timestamp {
  day : int
  month : int
  year : int
  hour : int
  minute : int
  second : int
  getAsString() : String
}

class File {
  extension : String
  lastModificationTimestamp : Timestamp
}

class Folder {
  elements : FileSystemElement[]
}

FileSystemElement ""1"" --> ""1"" Timestamp
File --|> FileSystemElement
Folder --|> FileSystemElement
Folder ""1"" *-- ""*"" FileSystemElement",0.8,0.8,0.8000000000000002,16,4,4,4.2,3.8,5.0,1.0954451150103321,1.3038404810405297,0.0,"{'completeness': [3, 5, 5, 5, 3], 'correctness': [3, 5, 2, 5, 4], 'hallucination': [5, 5, 5, 5, 5]}",The diagram is largely accurate but has moderate gaps in relationships and some inconsistencies in association representation.,[],[],[],2025-12-21T09:57:40.264504,REQ-01 REQ-02 ALL.json
REQ-01,google/gemini-2.5-flash,one-shot,0,"class FileSystemElement {
  size : String
  name : String
  location : String
}

class Timestamp {
  day : int
  month : int
  year : int
  hour : int
  minute : int
  second : int
  asString() : String
}

class File {
  fileExtension : String
}

class Folder {
}

FileSystemElement ""1"" --> ""1"" Timestamp : created
File --|> FileSystemElement
Folder --|> FileSystemElement
File ""1"" --> ""1"" Timestamp : lastModified
Folder ""1"" o-- ""0..*"" FileSystemElement : contains
Folder ""1"" <-- ""1"" FileSystemElement : partOf",0.8947368421052632,0.85,0.8717948717948718,17,3,2,5.0,4.4,5.0,0.0,1.3416407864998738,0.0,"{'completeness': [5, 5, 5, 5, 5], 'correctness': [5, 5, 5, 2, 5], 'hallucination': [5, 5, 5, 5, 5]}","The UML class diagram fully and accurately captures all functional requirements without any omissions, errors, or unsupported additions.",[],[],[],2025-12-21T09:58:54.502118,REQ-01 REQ-02 ALL.json
REQ-01,google/gemini-2.5-flash,one-shot,1,"class FileSystemElement {
  size : String
  name : String
  location : String
}

class Timestamp {
  day : int
  month : int
  year : int
  hour : int
  minute : int
  second : int
  asString() : String
}

class File {
  fileExtension : String
}

class Folder {
}

FileSystemElement ""1"" --> ""1"" Timestamp : created
File --|> FileSystemElement
Folder --|> FileSystemElement
File ""1"" --> ""1"" Timestamp : lastModified
Folder ""1"" o-- ""0..*"" FileSystemElement : contains
Folder ""1"" <-- ""1"" FileSystemElement : partOf",0.8947368421052632,0.85,0.8717948717948718,17,3,2,5.0,4.0,5.0,0.0,1.4142135623730951,0.0,"{'completeness': [5, 5, 5, 5, 5], 'correctness': [3, 2, 5, 5, 5], 'hallucination': [5, 5, 5, 5, 5]}",The diagram is highly complete and free of hallucinations but has some correctness issues with attribute types and relationship kinds.,[],[],[],2025-12-21T09:59:52.200560,REQ-01 REQ-02 ALL.json
REQ-01,google/gemini-2.5-flash,one-shot,2,"@startuml
class FileSystemElement {
  size : String
  name : String
  location : String
}

class Timestamp {
  day : int
  month : int
  year : int
  hour : int
  minute : int
  second : int
  asString() : String
}

class File {
  fileExtension : String
}

class Folder {
}

FileSystemElement ""1"" --> ""1"" Timestamp : created
File --|> FileSystemElement
Folder --|> FileSystemElement
File ""1"" --> ""1"" Timestamp : lastModified
Folder ""1"" o-- ""0..*"" FileSystemElement : contains
Folder ""1"" <-- ""1"" FileSystemElement : partOf
@endumuml",0.8947368421052632,0.85,0.8717948717948718,17,3,2,5.0,3.8,5.0,0.0,0.8366600265340756,0.0,"{'completeness': [5, 5, 5, 5, 5], 'correctness': [3, 4, 3, 5, 4], 'hallucination': [5, 5, 5, 5, 5]}",The diagram is highly complete but has moderate correctness issues in relationship modeling and a minor type inference for size.,[],[],[],2025-12-21T10:00:41.441841,REQ-01 REQ-02 ALL.json
REQ-01,google/gemini-2.5-flash,one-shot,3,"class FileSystemElement {
  size : String
  name : String
  location : String
}

class Timestamp {
  day : int
  month : int
  year : int
  hour : int
  minute : int
  second : int
  asString() : String
}

class File {
  fileExtension : String
}

class Folder {
}

FileSystemElement ""1"" --> ""1"" Timestamp : created
File --|> FileSystemElement
File ""1"" --> ""1"" Timestamp : lastModification
Folder --|> FileSystemElement
Folder ""1"" o-- ""0..*"" FileSystemElement : contains
FileSystemElement ""0..*"" --> ""1"" Folder : partOf",0.85,0.85,0.85,17,3,3,5.0,3.4,5.0,0.0,0.8944271909999159,0.0,"{'completeness': [5, 5, 5, 5, 5], 'correctness': [2, 4, 4, 4, 3], 'hallucination': [5, 5, 5, 5, 5]}","The diagram is highly complete but suffers from significant correctness issues in relationship types and multiplicities, with no hallucinations.",[],[],[],2025-12-21T10:01:57.402884,REQ-01 REQ-02 ALL.json
